# The groups of orthologs are given as matrix with group per row
# and one genome per tab-separated column. Numbers refer to
# entry number as listed in the file "Map-SeqNum-id.map.
# Alternatively, use the OrthologousGroup.txt representation.
Aphidoletes_aphidimyza_AA	Bibio_marci_AA	Bradysia_corophila_AA	Contarinia_nasturtii_AA	Dilophus_febrilis_AA	Drosophila_melanogaster_AA	Plecia_longiforceps_AA	Pseudolycoriella_hygida_AA	Resseliella_maxima_AA	Sitodiplosis_mosellana_AA
0	0	17755	0	0	0	0	13526	0	0
0	0	0	21349	0	0	0	0	0	23721
0	16904	0	0	0	0	0	0	0	13630
0	17608	0	0	0	0	0	0	0	11800
0	0	0	5131	0	0	0	0	4448	18857
5453	0	0	0	0	0	0	4536	0	0
0	0	0	0	17934	25245	0	0	0	0
0	0	0	21501	0	0	0	0	11537	0
0	0	0	0	7368	0	0	0	0	6878
0	0	0	8116	0	0	0	0	7029	0
0	0	0	0	0	21363	0	0	5459	0
0	0	9617	0	0	15068	0	0	0	0
8650	0	0	0	0	22187	0	0	0	0
0	0	0	9965	5844	0	0	0	0	0
0	14257	0	0	0	0	0	702	0	0
0	4678	24980	13126	0	0	0	0	0	0
0	0	25496	0	0	0	0	0	0	8507
0	0	0	0	12190	15633	0	0	8643	0
0	0	0	12516	0	0	0	0	0	2447
0	19538	0	0	0	0	0	13478	0	0
0	15491	0	0	0	0	0	2027	0	0
0	0	0	0	1769	29429	0	0	0	0
0	0	2442	0	0	0	0	8052	0	0
0	0	0	6418	0	0	0	0	8685	0
0	1255	0	0	1464	0	0	0	0	0
5398	0	0	0	0	0	3010	0	0	0
0	0	17370	0	0	0	0	11546	0	0
0	0	0	309	0	27582	0	0	0	0
0	0	13824	0	0	0	0	4472	0	0
0	0	0	17622	0	0	0	0	4372	13753
0	0	21675	0	0	0	0	0	0	5500
0	2087	0	0	0	0	7555	0	0	0
0	2200	0	0	0	0	6992	0	0	0
0	7007	10494	0	5795	0	0	0	0	0
13846	0	0	0	0	24546	0	7038	2844	0
0	12534	0	0	0	0	0	0	0	13238
0	1502	0	0	0	0	6169	0	0	0
0	0	0	6487	0	16948	0	0	0	0
0	0	0	6486	0	10611	0	0	0	0
0	0	0	18725	0	0	0	0	11735	0
5465	0	0	0	0	0	0	15383	0	0
0	0	0	7313	0	0	0	0	0	4371
0	0	3890	0	0	10500	0	0	0	0
0	0	3278	0	0	0	0	4924	0	0
0	0	0	0	0	0	0	0	13343	14194
0	0	0	0	0	0	0	0	5216	14193
0	6363	5552	0	0	0	0	0	0	0
0	0	28283	21129	0	0	0	0	0	0
0	9047	0	0	17358	0	9727	0	0	0
0	0	22950	0	0	0	0	15053	0	0
0	0	0	4179	0	0	0	0	0	31608
0	0	4629	0	0	0	0	15405	0	0
0	8608	0	0	8744	0	0	0	0	0
0	0	0	0	0	0	0	2501	3712	0
0	0	5456	23746	0	0	0	0	0	0
0	0	0	17973	0	0	0	0	0	11831
0	0	0	0	0	0	0	2284	13358	0
0	6671	19770	0	0	4248	11003	0	0	0
0	0	22213	0	0	0	0	0	3899	0
0	0	1008	11811	0	10904	0	0	12167	0
0	0	0	21846	0	0	0	0	13040	0
0	7588	0	0	6686	0	0	0	0	0
0	13329	22342	0	0	0	3579	10635	0	0
0	0	0	974	0	0	0	0	0	4831
0	0	9141	0	0	0	0	0	0	17698
0	0	0	19832	5736	0	5884	0	0	0
0	0	0	0	0	0	0	0	6313	13028
0	0	22215	0	0	0	0	0	3898	0
0	0	19551	0	0	16487	9285	0	0	0
0	0	0	5654	0	23730	0	0	0	0
12630	0	0	0	0	0	0	0	0	7081
15619	0	21298	0	0	0	0	0	0	0
0	0	0	0	0	0	0	177	11815	0
0	0	14483	0	0	0	0	0	0	14334
0	0	0	0	2299	22544	0	0	0	0
0	0	0	7475	0	0	0	0	14521	4668
0	0	0	0	0	29211	3221	0	0	0
0	0	24610	0	0	0	0	0	0	14981
0	0	0	0	0	29844	0	0	0	3945
0	0	21160	0	0	15239	0	0	0	0
0	0	0	0	0	8476	8876	0	0	0
0	0	821	0	0	0	0	16723	0	12441
0	0	0	0	0	29219	4946	0	0	0
0	19347	0	0	0	0	0	0	8952	12884
0	0	8684	0	13882	0	0	0	0	0
0	0	0	18085	0	0	0	0	3589	0
0	0	0	2744	0	18517	0	0	0	0
0	0	0	7937	0	0	0	0	1472	642
0	1090	0	0	0	0	0	15524	14502	0
0	16013	17226	0	0	26799	1980	4694	0	0
6582	0	20697	0	0	0	0	0	0	0
0	0	26801	0	0	4652	0	0	0	0
0	16746	0	0	0	0	4628	0	0	0
10339	0	0	0	0	0	0	0	0	11598
0	3406	0	0	0	0	6601	0	0	0
0	0	0	0	0	0	8693	0	0	31404
0	0	0	0	6549	0	9015	0	10310	0
0	0	0	0	0	0	0	0	11588	12681
0	6948	0	0	0	0	0	7055	0	0
0	2746	0	0	0	23087	0	0	0	0
4861	13186	0	18384	0	0	0	0	6233	0
0	17469	0	0	0	0	0	0	0	8516
0	0	0	64	0	20835	0	0	0	0
0	5014	0	0	480	0	5935	0	0	0
0	0	19325	0	0	0	0	16934	0	0
0	3432	0	0	0	0	8674	0	0	0
16366	0	0	0	0	0	0	0	12110	0
0	0	0	0	0	19689	0	0	0	27465
0	5412	25169	0	0	0	0	0	0	0
11864	0	0	0	0	0	4705	0	0	32097
0	0	0	5076	0	0	0	0	4850	0
0	0	0	0	0	0	3606	1705	0	0
0	13785	0	0	18336	0	0	0	0	0
7897	0	0	10596	0	0	0	0	6755	0
0	0	0	0	0	0	8242	0	0	3315
0	0	21181	457	0	0	0	0	0	0
0	0	0	0	6047	18553	0	0	0	0
0	15027	0	0	0	20692	0	0	0	0
0	0	0	0	0	0	0	0	11820	12666
0	13074	0	0	0	0	0	0	0	30014
0	0	0	0	4727	1295	0	0	0	0
6976	0	0	0	0	0	0	0	9697	0
0	0	21279	0	0	0	0	0	3610	0
0	8917	0	0	0	0	0	0	6636	0
0	0	0	19228	18204	0	0	13393	0	0
0	4261	0	0	3474	0	0	0	0	0
0	4686	0	0	589	0	0	0	0	0
4043	0	2	13332	0	0	0	0	9694	0
9296	0	0	0	1733	0	0	0	0	0
0	0	18316	0	0	0	0	13469	0	0
0	0	0	1231	0	0	0	0	0	11556
0	11274	0	0	0	0	3566	0	0	0
0	0	13472	0	0	0	0	2849	0	0
0	0	19686	0	0	0	0	0	13352	0
0	0	0	23535	0	0	0	0	12111	0
0	9193	0	0	0	0	0	0	2702	0
4761	0	20177	0	0	0	0	0	0	0
0	0	2639	0	0	0	0	7774	0	0
0	6222	0	0	0	0	0	0	0	11880
0	0	11076	0	0	0	0	8573	0	0
0	0	0	0	0	17837	2079	0	0	0
0	0	5680	0	13358	0	7852	0	0	0
0	0	0	63	0	12486	0	0	0	0
0	12875	0	0	8683	0	2662	0	0	0
0	0	0	0	0	11104	2129	0	0	0
0	4446	0	0	11731	0	3081	0	0	0
0	0	0	0	0	0	0	0	3814	14505
0	3020	0	0	541	0	0	0	0	0
0	0	0	4734	0	0	0	0	14576	0
0	0	6022	0	0	17526	0	0	0	0
0	0	0	0	0	11931	0	0	0	1910
7595	0	0	0	0	0	0	0	4847	11548
0	9753	0	0	17642	0	0	0	0	0
12059	0	0	0	0	0	0	0	2591	0
0	0	12497	0	0	24124	0	0	0	0
0	7707	0	23896	0	0	0	0	0	0
0	3655	24083	0	0	0	0	0	0	0
0	17221	0	0	16995	0	0	0	0	0
0	11603	0	0	0	0	3324	0	0	0
0	0	0	0	0	19694	0	0	5785	0
11762	0	0	978	0	0	0	0	12519	0
0	18275	93	0	0	0	9227	0	0	0
0	0	0	0	0	7571	0	0	0	21966
0	0	26257	0	0	9236	0	0	0	4036
0	0	0	22915	0	0	0	0	9230	13331
0	0	0	0	5935	25532	0	0	0	0
2072	0	18810	13862	0	0	0	0	0	23149
0	0	22903	0	0	0	0	10810	0	0
2850	0	0	0	0	0	0	11087	0	1675
0	0	0	0	18387	0	5585	0	0	0
0	0	0	0	4122	0	0	0	0	23742
0	0	0	0	4116	0	0	0	0	23740
13085	0	0	0	0	0	0	0	0	133
0	0	0	17558	11362	0	0	0	0	0
0	0	0	0	0	3255	0	0	0	15411
0	0	0	15042	0	30299	0	0	0	0
0	0	17196	0	0	0	0	4679	0	0
0	8296	0	0	0	19093	0	0	0	0
0	11586	0	0	11315	922	0	0	0	0
0	10338	0	0	11501	0	0	0	0	0
0	0	0	23268	0	16213	0	5077	0	0
0	13252	0	0	0	0	4679	0	0	0
0	0	0	16358	0	0	0	0	11010	0
0	6866	0	0	0	0	0	0	0	25640
0	6991	16797	0	0	0	0	0	0	0
0	1385	0	0	0	0	0	0	0	6007
7943	0	0	0	0	0	0	0	6654	0
0	12317	0	0	9034	0	0	0	0	0
12480	0	16235	21278	0	0	0	1159	0	0
0	0	0	0	17827	0	0	0	0	13617
0	0	0	14436	0	0	0	0	6651	0
0	0	21435	0	0	0	0	9721	0	0
0	0	0	0	0	7570	0	0	0	26555
0	0	0	0	0	0	5332	15746	0	0
0	0	0	22347	0	0	0	0	2900	32101
0	12944	0	0	0	0	0	0	0	12524
12291	0	0	0	0	0	9627	0	0	0
6108	0	0	6392	0	0	0	0	0	11578
0	0	3777	0	3276	0	0	0	0	0
0	0	0	0	0	0	0	11400	0	16206
0	13791	0	0	12350	0	0	0	0	0
2707	0	0	0	0	0	0	16777	0	23428
0	0	0	0	0	0	0	0	546	11454
0	0	0	21745	0	0	0	0	14047	11583
0	0	0	23739	0	23968	0	0	0	0
16075	0	742	0	0	0	0	0	0	0
0	5375	0	0	7576	0	0	0	0	0
0	0	0	0	0	12818	0	0	0	10023
0	0	0	0	0	12814	0	0	0	10022
0	0	0	0	0	5988	0	0	0	10019
0	0	0	7819	0	0	0	0	7176	0
0	0	21436	0	0	0	0	2285	0	0
0	1402	0	0	1064	0	0	0	0	0
2187	8531	17527	13904	5740	11849	0	9900	5600	22922
0	0	0	0	15263	0	1346	0	0	0
12544	0	0	12914	0	0	0	0	7568	0
0	0	0	23371	0	0	0	0	994	0
0	0	8875	0	0	0	0	4078	0	0
14666	0	0	20225	0	0	0	0	7989	0
0	0	0	22724	0	0	5313	0	0	7826
0	12525	25944	0	11919	14384	5429	3225	0	0
11903	0	0	20945	0	0	0	0	10581	12298
0	793	0	0	4289	0	0	0	0	0
0	0	0	565	0	0	0	0	7249	11610
0	0	0	24505	0	0	0	0	4405	12837
0	0	0	0	0	0	0	0	2121	12835
0	0	0	0	530	0	0	803	0	0
0	0	0	0	0	30089	7344	0	0	0
0	6446	0	0	0	14724	0	0	0	0
0	9171	0	0	0	13107	0	0	0	0
0	0	0	4120	0	0	0	0	0	11867
0	1279	0	0	0	0	0	0	0	4643
0	0	0	12064	0	0	0	0	8575	0
0	0	0	19052	0	0	0	0	615	0
0	0	0	10063	0	0	0	0	12438	0
0	0	23874	0	0	20057	0	0	0	0
0	0	0	0	7392	0	0	0	0	6880
0	0	0	943	0	0	0	0	8223	0
3838	0	17640	19844	0	9725	8982	14878	4946	0
0	0	0	0	0	0	0	0	7565	10013
0	0	12799	0	0	0	0	4610	0	0
0	0	0	0	0	0	0	17314	11149	0
0	0	0	0	739	0	0	11936	0	0
0	0	0	21352	0	0	0	0	899	0
10894	0	0	16742	0	0	0	0	0	0
0	0	4398	0	0	0	0	4760	0	0
4191	0	0	0	0	0	3376	2625	0	0
0	0	16798	0	0	0	7011	0	0	0
0	18644	0	0	0	18149	0	0	0	0
0	6499	0	0	5856	0	0	0	0	0
0	0	0	19933	0	0	0	0	1923	0
0	0	10340	0	0	0	0	0	5975	0
0	10188	0	0	8951	0	0	0	0	0
0	0	6413	0	0	0	0	10312	0	0
0	0	24908	0	0	24373	0	0	0	0
16344	0	0	2639	0	0	0	0	13630	0
0	0	0	0	0	16953	0	0	0	13980
0	0	339	0	0	0	0	15141	0	0
0	0	25339	0	0	27963	0	0	0	0
4805	0	21946	0	1798	27080	8394	6035	10112	1540
0	0	0	21833	0	0	0	1439	0	0
0	0	1624	0	0	0	0	7732	0	0
0	6471	0	0	10537	0	0	0	0	0
0	0	0	0	8869	0	11847	0	0	0
0	0	0	11031	0	0	0	0	8787	0
0	0	18593	0	0	0	0	12274	0	0
0	2530	0	0	18255	0	0	0	0	0
0	11157	0	0	0	0	11602	0	0	0
0	0	0	0	9539	23252	0	0	0	0
0	0	0	12196	0	487	0	2322	0	0
0	0	6388	0	0	0	0	12121	0	0
0	644	0	0	0	10306	0	0	0	0
0	0	15097	0	0	0	0	4285	0	0
3757	0	0	0	0	0	0	0	0	19364
0	0	13325	0	0	0	0	9873	0	0
0	0	0	15743	0	0	0	0	6361	0
0	7655	0	22935	0	20502	0	0	0	17594
0	0	0	0	10001	18387	0	0	0	0
0	0	0	0	0	24150	0	0	0	29365
0	0	0	0	0	0	0	17578	0	13196
0	0	0	5396	0	0	0	0	8958	0
0	0	21414	0	384	19459	0	0	0	0
0	0	0	7600	14684	0	0	0	0	0
6721	0	0	0	0	0	0	0	10191	0
13388	0	0	530	0	0	0	0	1275	22587
0	0	0	0	0	22071	9464	0	0	0
0	13319	0	0	0	26678	0	0	0	0
0	0	0	0	9684	0	0	0	0	21038
0	9086	0	0	12139	0	0	0	0	0
0	0	0	4112	0	0	0	0	14460	0
0	0	0	22655	0	0	0	0	10323	0
0	0	27947	19204	0	0	0	0	0	10062
0	6472	0	0	6753	0	0	0	0	0
0	0	0	21774	0	0	0	0	8995	0
5090	0	0	0	0	27473	0	0	0	0
0	0	0	0	0	23224	0	2539	0	0
1335	0	0	0	0	0	0	0	0	13773
0	0	0	0	0	1610	11115	0	0	0
10781	0	0	17169	0	0	0	0	2772	0
9632	0	0	20763	0	0	0	0	3447	0
0	6351	691	0	0	0	0	0	0	0
0	0	0	6198	0	0	0	0	10717	0
0	10559	0	0	0	16620	0	0	0	0
0	0	2115	0	0	0	0	7626	0	0
0	18156	20866	0	0	0	6425	0	0	0
0	0	6024	0	0	9675	0	0	0	0
0	0	0	1289	0	0	0	0	8323	0
0	0	807	0	0	18531	0	0	0	0
15726	12565	15579	0	10899	0	0	0	0	1733
0	0	0	13147	0	0	0	0	0	16283
5217	11822	9722	0	0	0	0	0	2985	0
0	6714	0	0	6091	0	0	0	0	0
0	0	0	15942	16522	0	0	0	0	0
0	0	0	0	0	0	11378	13594	0	0
0	0	23156	0	0	0	0	10689	0	0
0	0	0	0	0	0	3461	5265	0	0
0	0	20160	0	7125	25216	0	0	0	0
0	16660	0	0	0	0	0	0	14360	10171
0	0	0	4736	0	0	0	0	7171	0
0	7492	0	0	0	0	0	87	0	0
0	0	0	21698	0	0	0	0	10607	0
0	0	0	5656	0	24032	0	0	0	0
43	0	0	531	0	0	0	0	1273	22586
352	0	0	0	0	0	0	7138	0	0
0	0	0	0	0	15642	11207	0	0	0
0	0	0	8340	0	0	0	0	0	12931
0	0	0	18466	0	0	0	0	10272	0
0	0	8152	0	0	0	0	7336	0	0
6424	0	0	22893	0	0	0	0	0	0
10038	0	0	0	9987	0	5417	0	0	0
0	0	7147	14142	0	0	0	0	0	0
0	17125	0	0	0	20847	0	0	0	15870
7499	0	0	0	0	23148	0	0	0	0
0	0	0	0	0	25015	0	0	0	1113
0	0	0	24827	0	0	0	0	0	13492
0	9467	0	0	0	21053	0	0	0	0
0	7019	0	0	0	0	0	0	0	22971
11741	0	0	0	0	0	0	0	0	4382
0	0	0	0	17194	0	1145	0	0	0
0	12749	0	0	0	0	10311	0	0	0
0	0	0	0	0	7728	1166	0	0	0
0	0	0	0	2992	24202	0	0	0	0
0	0	0	0	0	22523	0	0	0	14296
0	0	0	6845	0	0	0	0	638	0
0	0	0	6439	4136	0	0	0	0	0
0	18967	0	0	0	0	2525	0	0	0
3286	17737	0	5860	0	0	0	0	0	0
0	0	0	0	8880	0	2954	4410	0	0
0	0	0	0	0	0	0	10507	0	11750
0	12323	0	0	0	23908	0	0	0	0
0	0	12344	0	0	0	0	0	0	14439
4975	0	0	0	0	22038	0	0	0	0
0	0	0	0	4697	0	2019	0	0	0
5526	0	0	0	0	0	0	0	88	0
0	0	23808	0	0	21762	0	0	0	0
16065	0	0	856	0	0	0	0	0	0
0	0	0	0	0	0	0	0	7020	11704
0	0	0	0	0	4288	0	2349	0	0
0	4599	0	0	3944	0	0	0	0	0
0	11877	0	0	0	0	0	0	0	27569
0	10442	0	0	0	0	3541	0	0	0
0	0	0	0	0	18074	10239	0	0	0
0	837	9672	0	0	0	0	0	0	0
0	0	5	0	0	0	0	11985	0	0
1430	0	14832	0	0	0	0	0	0	0
0	0	0	4060	0	0	0	0	3842	0
0	0	9459	0	5297	0	0	0	0	0
0	0	0	0	0	0	0	8714	0	14059
0	0	0	9436	0	30602	0	0	0	0
0	0	0	9434	0	29946	0	0	0	0
0	0	0	0	10738	28230	0	0	0	0
0	0	0	0	10733	15726	0	0	0	0
0	0	0	0	18379	0	0	12192	0	0
0	0	0	0	0	0	0	0	6652	31183
0	0	0	0	0	0	0	0	13841	13129
0	0	0	0	14489	25382	0	0	0	0
0	0	0	1828	0	0	0	0	11358	0
0	0	0	0	0	19724	9284	0	0	0
0	14387	0	0	0	18348	0	0	0	0
0	5050	0	14776	0	0	0	0	0	0
0	0	16823	0	0	23910	0	0	0	0
0	9840	0	0	0	0	4217	0	0	0
0	1921	0	0	0	0	8810	0	0	0
0	0	0	21654	0	0	0	0	4245	0
0	0	25312	0	0	0	0	9616	0	0
0	0	0	17253	0	0	0	0	920	0
12225	14679	0	0	0	0	0	0	0	0
0	5250	0	0	0	0	5523	0	0	0
0	0	0	0	0	1563	0	9940	10088	0
0	0	0	0	0	17267	0	7194	0	0
0	0	0	22790	0	0	0	0	3852	13119
0	2727	0	0	2540	0	0	0	0	0
4757	0	0	0	0	0	3152	0	0	0
0	7573	18558	0	6510	0	0	0	0	0
0	0	22320	0	0	0	0	11144	0	0
0	0	28406	0	0	0	0	11707	0	0
0	0	24402	0	2745	0	0	0	0	12107
0	0	0	7027	0	0	0	0	7166	0
0	5080	0	0	0	0	0	0	0	5993
0	0	0	0	0	0	0	0	12090	10417
0	12116	0	0	0	0	0	0	0	13269
0	0	0	0	0	4399	11837	0	0	0
0	7917	0	0	8734	0	0	0	0	0
0	0	0	0	0	0	3521	0	0	15389
0	0	0	0	7220	0	11151	0	0	0
0	0	0	15587	0	0	0	0	1278	0
0	0	18191	0	0	0	0	0	12522	0
0	0	0	0	16224	0	0	14555	0	0
0	0	0	0	0	15184	0	0	0	30316
0	0	0	0	13097	26230	0	0	0	0
0	0	20277	0	0	0	11388	0	0	0
0	0	0	0	0	0	0	0	8778	19257
0	0	0	0	7305	0	0	0	0	22194
0	0	0	16487	0	0	0	0	10677	0
0	0	5928	16571	0	0	0	0	0	2777
0	3992	5607	0	0	0	0	0	0	0
0	0	0	23591	0	0	0	0	0	7692
0	0	0	0	0	0	0	0	536	6915
0	6693	0	0	17715	0	0	0	0	0
0	0	0	0	0	16534	0	0	143	5333
0	0	0	8114	0	0	0	0	0	10117
6418	0	0	23538	0	0	0	0	0	0
0	0	0	10688	0	0	0	0	7381	0
0	0	19691	0	0	0	0	0	6778	0
0	0	16685	0	0	23501	4159	0	0	0
0	0	17905	0	12675	0	0	0	0	0
0	5414	0	0	12146	0	0	0	0	0
0	0	7551	0	0	0	0	15598	0	0
7725	0	0	0	0	0	0	0	11574	0
0	0	0	0	0	26322	0	0	13715	0
0	0	0	0	17853	0	0	0	1330	31080
0	0	423	0	0	0	0	0	0	21376
0	0	0	4089	0	0	0	0	7690	0
0	0	0	0	0	20130	0	1857	0	0
0	4351	0	0	0	0	0	6743	0	0
0	0	3167	0	0	0	0	0	0	26438
0	19783	0	0	0	0	0	0	0	12985
0	0	0	0	17697	0	0	2374	0	0
0	12048	26429	0	0	0	0	0	0	0
0	0	20338	0	0	19885	879	0	0	0
0	19545	0	0	12941	0	0	0	0	0
0	2136	0	0	0	30631	0	0	0	0
0	2130	0	0	0	30630	0	0	0	0
16064	0	0	0	11655	0	3597	0	0	0
5787	0	0	16377	0	0	0	0	0	4365
0	0	0	20934	0	0	0	0	0	13003
0	17238	7880	0	0	0	0	0	0	0
0	1768	26062	0	0	0	0	0	0	0
0	13618	0	0	0	7458	0	0	0	0
0	0	0	0	0	14625	0	1912	0	0
0	0	0	0	0	0	0	0	8964	2956
0	0	26423	0	0	0	1048	0	0	0
0	12818	0	0	0	21265	0	0	0	0
0	0	0	15849	0	0	0	0	1291	0
5885	0	0	15677	0	0	0	0	0	18311
0	5885	0	0	7151	12365	0	0	0	24805
0	803	0	0	0	0	6780	0	0	0
0	0	20137	0	0	0	0	17278	0	0
6632	0	24921	0	0	0	0	0	0	0
0	0	0	8085	0	28095	0	0	0	0
0	4345	0	0	2017	0	0	0	0	0
0	0	0	0	0	0	0	0	14535	24759
0	0	0	0	4376	0	8398	0	0	0
7089	0	0	0	0	0	0	0	5377	0
0	834	0	0	9265	0	0	0	0	0
0	0	0	0	0	12809	0	0	0	12553
0	0	0	16642	0	0	0	2266	0	0
0	0	0	0	0	0	0	0	14402	10148
0	0	0	19261	0	0	0	0	737	0
4780	0	0	0	0	24405	0	0	0	0
0	0	0	0	0	15028	5894	0	8970	0
0	0	23747	0	0	0	9257	0	0	0
0	0	22184	0	0	0	0	7967	0	0
0	0	0	23525	0	0	0	0	1834	11585
0	0	7997	0	0	0	0	2440	0	0
0	0	17430	0	0	0	0	0	11814	0
0	0	8034	0	0	0	0	0	0	3780
0	0	0	0	0	676	0	0	7646	0
0	3145	0	0	2096	0	0	0	0	0
7941	0	0	0	0	0	0	0	10983	0
0	0	0	12730	0	0	0	0	0	8403
4449	0	8014	0	0	0	0	0	0	0
6239	0	0	17931	0	0	0	0	7961	18768
0	0	0	20847	0	0	0	0	8605	0
0	2267	0	0	0	24200	0	0	0	0
0	0	0	19793	0	0	0	0	7163	0
0	0	0	19276	0	0	0	0	0	17709
0	0	0	1062	0	0	0	0	13526	4134
0	0	0	0	0	0	2366	13010	0	0
0	0	0	0	0	27268	0	0	0	3784
1800	0	26882	16095	7913	28818	9599	8347	3423	0
0	4014	5608	0	0	0	0	0	0	0
0	0	0	4676	0	0	0	0	10882	0
0	0	0	7538	0	0	0	0	10236	0
0	1633	0	4270	2182	0	0	13528	0	0
0	0	5847	0	0	20008	0	0	0	0
0	5282	0	0	12013	0	0	0	0	0
0	13054	0	0	15136	0	0	0	0	0
0	2079	5712	0	1209	0	6930	7869	0	0
0	0	0	0	0	8758	9812	0	0	0
0	0	0	23283	0	0	0	0	12305	0
0	0	16178	0	0	0	8009	0	0	0
0	17479	0	0	0	23499	0	0	0	0
0	0	4889	0	4485	0	0	0	0	1851
0	1453	8574	0	0	0	0	6879	0	0
0	0	0	2667	0	0	0	0	46	0
0	0	0	0	0	0	3395	0	0	11848
0	0	0	22716	0	0	0	0	2253	0
0	0	0	7650	0	0	0	0	7150	0
0	0	12376	0	16508	0	5153	0	0	0
0	0	0	0	17704	19046	0	0	0	0
0	0	11376	0	0	0	0	11257	0	0
0	0	15425	0	4487	0	0	0	0	0
0	0	6404	0	15487	0	0	0	0	0
0	0	22310	0	0	0	0	16738	0	0
0	0	12363	0	0	0	7010	0	0	0
6120	0	0	0	0	0	0	0	10285	15103
0	0	17417	0	0	0	0	0	9072	31292
11810	16054	7186	0	0	0	0	13908	0	0
0	0	0	23367	0	0	0	0	6325	17944
0	0	0	10525	0	0	0	0	0	30936
0	5590	0	0	0	0	0	9204	0	0
0	0	0	0	11368	20832	0	0	0	0
0	0	5471	0	0	0	0	16807	0	0
0	0	19348	7381	0	0	0	0	0	0
0	0	13125	0	0	2599	0	0	0	0
0	0	0	0	9664	0	0	0	0	1484
0	9460	0	0	0	4360	0	0	0	0
11793	0	13931	0	0	0	1378	0	14063	0
2804	0	26720	24743	5481	1664	10761	0	10822	25208
0	12360	0	0	0	0	0	9099	0	0
14634	0	0	0	0	0	0	3896	2848	0
0	0	0	18439	0	0	0	0	7149	0
0	0	26432	0	11815	0	0	0	0	0
83	9614	0	0	0	0	0	0	0	0
0	0	10207	0	0	20163	0	0	9133	0
8564	0	0	0	0	0	0	0	0	28309
0	0	18629	0	0	0	0	12275	0	0
0	0	0	5448	0	0	0	0	4485	0
0	0	0	23469	0	0	0	0	2718	0
0	0	15745	0	0	0	0	0	14388	0
0	0	0	0	0	3505	0	8497	0	0
0	0	19680	0	0	0	0	4620	0	0
0	4498	0	4213	0	0	0	0	0	0
0	7240	0	0	5318	0	0	0	0	0
0	0	0	0	3861	15755	0	0	0	0
0	0	15713	0	0	0	0	2485	0	0
0	0	0	0	16364	0	0	0	0	31246
0	0	0	22789	0	0	0	0	7164	0
0	0	0	12092	0	0	0	0	0	2044
0	2270	0	0	0	0	5818	0	0	0
15693	0	0	0	0	0	6631	0	0	0
10307	0	0	0	0	0	0	0	14042	0
0	0	0	8409	0	0	0	0	12731	8188
0	1510	0	0	1	0	8245	0	0	0
0	0	0	0	17147	21929	2303	0	0	0
0	12683	0	0	0	0	3315	0	0	0
0	0	0	0	9818	1853	0	0	0	0
0	3457	0	22918	0	0	0	0	0	0
0	0	0	0	0	4216	0	0	0	16243
13337	0	0	15662	0	0	0	15491	0	0
15398	0	0	0	0	0	5470	0	0	0
0	0	0	0	8820	20746	0	0	0	0
11373	0	0	0	1696	0	0	0	0	0
0	19439	0	0	14218	0	0	0	0	0
0	0	0	0	9813	0	0	184	0	0
0	0	2470	0	0	0	0	0	0	12173
0	0	0	0	0	0	6432	4864	0	0
0	0	0	0	7627	0	902	0	0	0
0	0	0	0	10097	0	0	0	1254	0
0	0	11817	0	5977	0	0	10184	0	0
0	0	0	0	0	0	0	8321	6013	0
0	17485	0	0	0	0	0	2718	0	14150
0	0	0	24950	0	0	0	0	5681	0
0	13701	0	0	0	0	0	15572	0	0
0	0	0	0	9828	0	3001	0	0	0
0	0	6053	0	0	0	0	6588	0	0
0	16021	17225	0	8583	26800	0	0	0	0
0	0	0	0	0	0	0	2554	0	5425
11745	0	0	6639	0	0	0	0	7188	0
0	1853	0	0	0	12885	0	0	0	0
0	12173	16317	0	0	0	0	0	0	0
4184	0	8369	9808	0	2398	0	0	12363	14779
0	0	24390	0	0	0	0	1895	0	0
0	0	20910	0	0	0	1517	0	0	0
0	0	0	0	1242	14552	0	0	0	0
0	10279	0	0	0	0	0	0	0	20582
0	629	0	0	0	0	5640	0	0	0
0	0	0	0	10214	0	6422	0	0	0
0	10995	0	0	5258	0	0	0	0	0
0	0	20414	0	0	0	0	0	0	28898
0	0	8013	0	0	0	0	14271	0	0
0	0	0	17245	0	0	0	0	0	11856
11501	11746	0	0	0	0	0	0	0	0
0	0	0	0	3156	0	0	4371	0	0
0	0	0	20840	0	0	0	0	2579	11703
0	0	0	0	0	27244	0	0	0	2968
0	0	0	0	0	27243	0	0	0	2967
0	19814	0	0	17701	0	0	0	0	0
0	0	0	7679	0	0	0	0	7148	0
0	11731	0	21600	0	0	0	0	0	0
0	15150	0	0	0	0	9187	0	0	0
0	0	0	0	0	20844	0	0	14294	14614
0	0	21679	0	0	20408	0	0	0	0
0	0	0	0	0	29428	0	0	4794	0
0	0	0	0	4476	0	6237	0	0	0
0	0	13777	0	0	0	9021	0	0	0
0	747	0	0	18576	0	0	0	0	0
0	7625	0	23892	0	0	0	0	0	0
0	19828	19898	0	0	0	0	0	0	0
0	0	25293	0	0	11909	0	0	0	0
11558	0	0	3022	0	0	0	0	4010	945
0	0	22977	0	14023	0	0	0	0	0
0	0	0	23130	0	0	8029	0	0	0
0	0	0	21707	0	0	0	0	0	14688
0	0	0	16111	0	0	0	0	0	11555
0	0	18566	0	0	0	4940	0	0	0
0	0	19877	0	0	2095	0	0	0	0
0	0	0	16538	0	0	0	0	8492	0
0	16708	0	0	0	0	9105	0	0	0
